ID,class
2998,7
2999,2
3000,5
3001,0
3002,4
3003,1
3004,9
3005,0
3006,6
3007,4
3008,7
3009,9
3010,2
3011,0
3012,1
3013,1
3014,1
3015,0
3016,6
3017,6
3018,7
3019,8
3020,9
3021,6
3022,4
3023,2
3024,2
3025,1
3026,5
3027,7
3028,1
3029,7
3030,8
3031,6
3032,5
3033,1
3034,7
3035,4
3036,3
3037,7
3038,3
3039,5
3040,8
3041,6
3042,0
3043,4
3044,0
3045,7
3046,9
3047,3
3048,2
3049,0
3050,6
3051,9
3052,7
3053,0
3054,4
3055,7
3056,1
3057,4
3058,7
3059,9
3060,1
3061,4
3062,2
3063,7
3064,9
3065,5
3066,4
3067,6
3068,8
3069,0
3070,5
3071,7
3072,4
3073,0
3074,5
3075,1
3076,0
3077,4
3078,4
3079,5
3080,5
3081,2
3082,7
3083,7
3084,8
3085,1
3086,9
3087,1
3088,9
3089,8
3090,6
3091,7
3092,6
3093,4
3094,7
3095,7
3096,1
3097,7
3098,0
3099,5
3100,0
3101,4
3102,7
3103,5
3104,3
3105,2
3106,6
3107,4
3108,7
3109,4
3110,1
3111,4
3112,5
3113,4
3114,0
3115,5
3116,1
3117,4
3118,4
3119,5
3120,1
3121,8
3122,5
3123,5
3124,0
3125,7
3126,5
3127,6
3128,8
3129,8
3130,1
3131,4
3132,5
3133,1
3134,0
3135,4
3136,9
3137,8
3138,6
3139,7
3140,0
3141,9
3142,7
3143,6
3144,5
3145,0
3146,6
3147,7
3148,9
3149,0
3150,2
3151,5
3152,7
3153,9
3154,8
3155,7
3156,0
3157,0
3158,6
3159,8
3160,7
3161,7
3162,7
3163,6
3164,6
3165,9
3166,6
3167,5
3168,6
3169,3
3170,5
3171,6
3172,0
3173,4
3174,5
3175,5
3176,2
3177,0
3178,5
3179,5
3180,1
3181,2
3182,2
3183,7
3184,0
3185,8
3186,9
3187,5
3188,4
3189,6
3190,1
3191,7
3192,9
3193,4
3194,7
3195,6
3196,6
3197,4
3198,6
3199,7
3200,7
3201,6
3202,9
3203,5
3204,0
3205,1
3206,7
3207,2
3208,5
3209,7
3210,0
3211,5
3212,0
3213,1
3214,7
3215,2
3216,6
3217,6
3218,7
3219,0
3220,2
3221,7
3222,5
3223,0
3224,5
3225,8
3226,0
3227,5
3228,8
3229,6
3230,7
3231,1
3232,0
3233,6
3234,8
3235,8
3236,4
3237,4
3238,8
3239,0
3240,7
3241,0
3242,7
3243,2
3244,5
3245,2
3246,1
3247,2
3248,7
3249,0
3250,0
3251,9
3252,1
3253,7
3254,9
3255,6
3256,4
3257,7
3258,7
3259,0
3260,6
3261,8
3262,7
3263,6
3264,5
3265,4
3266,0
3267,5
3268,9
3269,1
3270,7
3271,7
3272,1
3273,5
3274,1
3275,7
3276,1
3277,0
3278,1
3279,0
3280,6
3281,6
3282,5
3283,5
3284,8
3285,5
3286,6
3287,3
3288,6
3289,6
3290,2
3291,9
3292,4
3293,4
3294,4
3295,8
3296,7
3297,4
3298,1
3299,5
3300,5
3301,5
3302,5
3303,7
3304,7
3305,9
3306,5
3307,9
3308,7
3309,5
3310,6
3311,0
3312,6
3313,6
3314,8
3315,4
3316,1
3317,4
3318,7
3319,6
3320,5
3321,6
3322,4
3323,4
3324,7
3325,2
3326,9
3327,1
3328,2
3329,0
3330,5
3331,7
3332,7
3333,1
3334,6
3335,2
3336,4
3337,7
3338,0
3339,7
3340,3
3341,7
3342,7
3343,6
3344,0
3345,2
3346,5
3347,7
3348,7
3349,9
3350,0
3351,1
3352,6
3353,6
3354,2
3355,7
3356,5
3357,5
3358,4
3359,4
3360,0
3361,0
3362,5
3363,4
3364,8
3365,7
3366,7
3367,7
3368,7
3369,5
3370,5
3371,5
3372,2
3373,6
3374,4
3375,7
3376,0
3377,7
3378,6
3379,5
3380,8
3381,1
3382,9
3383,1
3384,0
3385,4
3386,4
3387,1
3388,4
3389,6
3390,9
3391,4
3392,6
3393,9
3394,1
3395,6
3396,3
3397,5
3398,1
3399,8
3400,4
3401,0
3402,8
3403,8
3404,0
3405,8
3406,6
3407,6
3408,2
3409,5
3410,4
3411,2
3412,5
3413,4
3414,4
3415,1
3416,7
3417,5
3418,6
3419,7
3420,3
3421,2
3422,1
3423,6
3424,2
3425,7
3426,6
3427,4
3428,9
3429,1
3430,7
3431,4
3432,7
3433,5
3434,4
3435,5
3436,4
3437,7
3438,5
3439,1
3440,5
3441,5
3442,3
3443,4
3444,0
3445,4
3446,6
3447,6
3448,6
3449,9
3450,7
3451,7
3452,4
3453,7
3454,4
3455,6
3456,1
3457,9
3458,4
3459,6
3460,0
3461,3
3462,1
3463,4
3464,5
3465,7
3466,0
3467,7
3468,8
3469,0
3470,6
3471,1
3472,1
3473,4
3474,6
3475,8
3476,0
3477,0
3478,5
3479,0
3480,4
3481,4
3482,0
3483,7
3484,1
3485,2
3486,4
3487,9
3488,9
3489,8
3490,5
3491,7
3492,2
3493,7
3494,9
3495,9
3496,0
3497,8
3498,9
3499,2
3500,6
3501,1
3502,8
3503,0
3504,2
3505,7
3506,6
3507,5
3508,1
3509,2
3510,0
3511,7
3512,7
3513,0
3514,4
3515,0
3516,8
3517,1
3518,5
3519,6
3520,9
3521,5
3522,0
3523,5
3524,5
3525,7
3526,6
3527,7
3528,1
3529,1
3530,4
3531,7
3532,0
3533,8
3534,9
3535,6
3536,0
3537,0
3538,2
3539,1
3540,5
3541,5
3542,9
3543,5
3544,2
3545,9
3546,0
3547,5
3548,2
3549,4
3550,0
3551,9
3552,4
3553,9
3554,0
3555,5
3556,2
3557,6
3558,7
3559,0
3560,7
3561,9
3562,6
3563,5
3564,4
3565,9
3566,5
3567,4
3568,8
3569,6
3570,4
3571,7
3572,8
3573,9
3574,5
3575,1
3576,4
3577,5
3578,6
3579,4
3580,5
3581,1
3582,0
3583,0
3584,5
3585,2
3586,6
3587,0
3588,2
3589,7
3590,1
3591,0
3592,0
3593,9
3594,0
3595,5
3596,7
3597,0
3598,0
3599,9
3600,7
3601,1
3602,1
3603,8
3604,0
3605,0
3606,1
3607,6
3608,7
3609,7
3610,9
3611,5
3612,7
3613,0
3614,2
3615,4
3616,7
3617,0
3618,5
3619,6
3620,3
3621,4
3622,4
3623,7
3624,3
3625,8
3626,5
3627,1
3628,6
3629,5
3630,5
3631,1
3632,8
3633,0
3634,1
3635,2
3636,1
3637,8
3638,6
3639,5
3640,0
3641,4
3642,4
3643,4
3644,5
3645,7
3646,6
3647,0
3648,7
3649,6
3650,9
3651,6
3652,4
3653,9
3654,6
3655,6
3656,4
3657,2
3658,7
3659,7
3660,1
3661,0
3662,5
3663,5
3664,9
3665,4
3666,1
3667,7
3668,4
3669,3
3670,7
3671,5
3672,4
3673,4
3674,7
3675,0
3676,7
3677,6
3678,0
3679,8
3680,4
3681,7
3682,5
3683,0
3684,7
3685,8
3686,1
3687,2
3688,0
3689,7
3690,7
3691,4
3692,9
3693,0
3694,0
3695,1
3696,0
3697,4
3698,7
3699,6
3700,4
3701,2
3702,5
3703,6
3704,9
3705,7
3706,6
3707,5
3708,5
3709,5
3710,0
3711,7
3712,4
3713,9
3714,7
3715,0
3716,2
3717,1
3718,8
3719,5
3720,5
3721,7
3722,7
3723,4
3724,0
3725,6
3726,4
3727,0
3728,9
3729,5
3730,6
3731,1
3732,8
3733,7
3734,5
3735,7
3736,4
3737,2
3738,7
3739,4
3740,7
3741,5
3742,8
3743,6
3744,9
3745,5
3746,4
3747,0
3748,0
3749,5
3750,7
3751,6
3752,6
3753,7
3754,1
3755,6
3756,6
3757,3
3758,0
3759,0
3760,4
3761,9
3762,1
3763,4
3764,1
3765,6
3766,1
3767,2
3768,1
3769,6
3770,9
3771,7
3772,8
3773,5
3774,7
3775,5
3776,0
3777,0
3778,1
3779,7
3780,4
3781,5
3782,7
3783,5
3784,8
3785,5
3786,0
3787,9
3788,5
3789,6
3790,1
3791,5
3792,4
3793,6
3794,0
3795,2
3796,0
3797,8
3798,4
3799,4
3800,5
3801,6
3802,7
3803,6
3804,7
3805,3
3806,6
3807,4
3808,3
3809,5
3810,2
3811,2
3812,1
3813,7
3814,0
3815,0
3816,0
3817,5
3818,5
3819,4
3820,7
3821,5
3822,7
3823,7
3824,1
3825,9
3826,0
3827,6
3828,5
3829,6
3830,7
3831,7
3832,6
3833,5
3834,7
3835,9
3836,7
3837,0
3838,0
3839,6
3840,7
3841,4
3842,1
3843,8
3844,7
3845,9
3846,1
3847,6
3848,5
3849,6
3850,7
3851,4
3852,6
3853,0
3854,5
3855,4
3856,0
3857,7
3858,4
3859,7
3860,7
3861,5
3862,0
3863,5
3864,7
3865,9
3866,8
3867,9
3868,0
3869,0
3870,1
3871,7
3872,2
3873,4
3874,6
3875,7
3876,8
3877,4
3878,0
3879,7
3880,4
3881,1
3882,5
3883,9
3884,0
3885,8
3886,4
3887,0
3888,0
3889,9
3890,4
3891,0
3892,4
3893,6
3894,5
3895,2
3896,1
3897,0
3898,7
3899,9
3900,9
3901,6
3902,0
3903,6
3904,9
3905,9
3906,4
3907,7
3908,9
3909,4
3910,5
3911,4
3912,0
3913,7
3914,7
3915,8
3916,5
3917,8
3918,6
3919,8
3920,0
3921,7
3922,0
3923,5
3924,5
3925,6
3926,0
3927,6
3928,1
3929,9
3930,5
3931,2
3932,0
3933,4
3934,6
3935,5
3936,7
3937,6
3938,4
3939,1
3940,6
3941,9
3942,6
3943,7
3944,1
3945,6
3946,4
3947,2
3948,8
3949,8
3950,7
3951,4
3952,5
3953,6
3954,7
3955,6
3956,6
3957,0
3958,6
3959,0
3960,6
3961,7
3962,9
3963,1
3964,8
3965,2
3966,0
3967,8
3968,6
3969,1
3970,6
3971,8
3972,7
3973,6
3974,4
3975,0
3976,9
3977,4
3978,6
3979,6
3980,9
3981,6
3982,5
3983,0
3984,2
3985,9
3986,2
3987,5
3988,7
3989,2
3990,0
3991,7
3992,7
3993,5
3994,2
3995,1
3996,8
3997,5
3998,4
3999,1
4000,0
4001,5
4002,4
4003,9
4004,7
4005,6
4006,2
4007,5
4008,3
4009,7
4010,1
4011,7
4012,6
4013,7
4014,6
4015,4
4016,8
4017,0
4018,9
4019,4
4020,4
4021,1
4022,2
4023,6
4024,6
4025,0
4026,1
4027,5
4028,2
4029,6
4030,9
4031,7
4032,8
4033,8
4034,1
4035,4
4036,7
4037,1
4038,7
4039,2
4040,4
4041,9
4042,0
4043,8
4044,7
4045,6
4046,0
4047,5
4048,9
4049,7
4050,4
4051,4
4052,5
4053,7
4054,8
4055,5
4056,6
4057,6
4058,9
4059,6
4060,7
4061,7
4062,0
4063,7
4064,6
4065,1
4066,7
4067,7
4068,6
4069,7
4070,6
4071,7
4072,5
4073,7
4074,9
4075,0
4076,0
4077,4
4078,2
4079,5
4080,5
4081,1
4082,2
4083,4
4084,4
4085,0
4086,1
4087,1
4088,7
4089,5
4090,5
4091,5
4092,5
4093,1
4094,7
4095,7
4096,5
4097,7
4098,7
4099,9
4100,9
4101,1
4102,0
4103,5
4104,5
4105,6
4106,3
4107,1
4108,7
4109,4
4110,0
4111,2
4112,7
4113,0
4114,2
4115,5
4116,7
4117,1
4118,1
4119,4
4120,0
4121,9
4122,7
4123,8
4124,1
4125,4
4126,8
4127,7
4128,8
4129,0
4130,6
4131,4
4132,1
4133,7
4134,7
4135,1
4136,7
4137,7
4138,5
4139,7
4140,6
4141,4
4142,4
4143,8
4144,4
4145,7
4146,7
4147,7
4148,2
4149,7
4150,5
4151,7
4152,0
4153,7
4154,6
4155,7
4156,4
4157,9
4158,2
4159,5
4160,6
4161,0
4162,5
4163,6
4164,6
4165,5
4166,5
4167,5
4168,0
4169,6
4170,2
4171,0
4172,0
4173,5
4174,4
4175,8
4176,6
4177,6
4178,7
4179,4
4180,5
4181,1
4182,3
4183,8
4184,6
4185,7
4186,2
4187,5
4188,0
4189,6
4190,9
4191,0
4192,4
4193,4
4194,5
4195,6
4196,4
4197,7
4198,5
4199,5
4200,5
4201,8
4202,1
4203,1
4204,9
4205,4
4206,4
4207,6
4208,9
4209,1
4210,0
4211,9
4212,0
4213,2
4214,2
4215,1
4216,5
4217,6
4218,0
4219,7
4220,0
4221,5
4222,8
4223,8
4224,6
4225,5
4226,4
4227,8
4228,0
4229,5
4230,2
4231,1
4232,0
4233,7
4234,5
4235,1
4236,5
4237,2
4238,8
4239,1
4240,3
4241,1
4242,9
4243,0
4244,6
4245,0
4246,6
4247,4
4248,6
4249,5
4250,7
4251,7
4252,5
4253,0
4254,0
4255,8
4256,0
4257,6
4258,1
4259,7
4260,7
4261,1
4262,6
4263,8
4264,5
4265,4
4266,8
4267,6
4268,5
4269,5
4270,5
4271,5
4272,2
4273,7
4274,0
4275,1
4276,6
4277,5
4278,0
4279,4
4280,5
4281,1
4282,9
4283,5
4284,6
4285,1
4286,5
4287,4
4288,1
4289,1
4290,7
4291,6
4292,5
4293,4
4294,7
4295,9
4296,7
4297,0
4298,0
4299,1
4300,2
4301,0
4302,1
4303,3
4304,4
4305,0
4306,1
4307,9
4308,8
4309,0
4310,1
4311,0
4312,5
4313,5
4314,7
4315,7
4316,9
4317,1
4318,9
4319,4
4320,7
4321,7
4322,4
4323,6
4324,4
4325,6
4326,0
4327,2
4328,2
4329,6
4330,5
4331,1
4332,0
4333,7
4334,0
4335,7
4336,0
4337,6
4338,5
4339,4
4340,6
4341,6
4342,7
4343,1
4344,7
4345,6
4346,1
4347,0
4348,9
4349,6
4350,0
4351,9
4352,2
4353,0
4354,7
4355,4
4356,4
4357,7
4358,8
4359,1
4360,8
4361,1
4362,6
4363,5
4364,6
4365,1
4366,7
4367,6
4368,9
4369,8
4370,4
4371,7
4372,0
4373,8
4374,0
4375,5
4376,6
4377,7
4378,8
4379,9
4380,7
4381,5
4382,5
4383,8
4384,6
4385,6
4386,7
4387,8
4388,2
4389,9
4390,6
4391,9
4392,0
4393,6
4394,9
4395,7
4396,1
4397,7
4398,8
4399,7
4400,0
4401,0
4402,0
4403,7
4404,4
4405,0
4406,7
4407,8
4408,6
4409,1
4410,7
4411,5
4412,9
4413,8
4414,7
4415,8
4416,7
4417,6
4418,0
4419,0
4420,7
4421,5
4422,9
4423,0
4424,2
4425,6
4426,1
4427,0
4428,2
4429,6
4430,0
4431,6
4432,4
4433,0
4434,7
4435,9
4436,9
4437,2
4438,4
4439,1
4440,7
4441,6
4442,4
4443,5
4444,6
4445,5
4446,0
4447,4
4448,2
4449,6
4450,8
4451,9
4452,7
4453,7
4454,7
4455,5
4456,4
4457,9
4458,5
4459,0
4460,7
4461,8
4462,6
4463,6
4464,2
4465,7
4466,8
4467,9
4468,7
4469,5
4470,4
4471,4
4472,6
4473,0
4474,1
4475,8
4476,7
4477,7
4478,6
4479,2
4480,4
4481,5
4482,7
4483,6
4484,6
4485,7
4486,6
4487,0
4488,2
4489,8
4490,1
4491,6
4492,9
4493,7
4494,2
4495,8
4496,5
4497,0
4498,6
4499,7
4500,5
4501,0
4502,9
4503,6
4504,9
4505,0
4506,6
4507,2
4508,7
4509,4
4510,6
4511,7
4512,2
4513,8
4514,4
4515,7
4516,6
4517,1
4518,6
4519,4
4520,7
4521,0
4522,8
4523,5
4524,1
4525,9
4526,3
4527,2
4528,1
4529,5
4530,8
4531,6
4532,1
4533,9
4534,5
4535,7
4536,2
4537,4
4538,1
4539,7
4540,5
4541,5
4542,9
4543,7
4544,0
4545,7
4546,7
4547,5
4548,6
4549,5
4550,1
4551,5
4552,7
4553,3
4554,7
4555,4
4556,8
4557,9
4558,1
4559,7
4560,5
4561,0
4562,1
4563,8
4564,4
4565,6
4566,5
4567,6
4568,5
4569,7
4570,5
4571,0
4572,7
4573,6
4574,2
4575,8
4576,7
4577,7
4578,4
4579,6
4580,2
4581,4
4582,6
4583,1
4584,9
4585,7
4586,6
4587,1
4588,6
4589,1
4590,6
4591,8
4592,5
4593,5
4594,0
4595,7
4596,0
4597,6
4598,7
4599,9
4600,0
4601,7
4602,9
4603,7
4604,5
4605,4
4606,7
4607,7
4608,4
4609,8
4610,1
4611,4
4612,5
4613,9
4614,4
4615,6
4616,7
4617,9
4618,0
4619,0
4620,7
4621,0
4622,3
4623,5
4624,6
4625,0
4626,5
4627,5
4628,8
4629,8
4630,3
4631,9
4632,6
4633,3
4634,0
4635,7
4636,4
4637,4
4638,7
4639,6
4640,2
4641,7
4642,8
4643,6
4644,5
4645,0
4646,4
4647,6
4648,7
4649,4
4650,4
4651,1
4652,8
4653,6
4654,5
4655,7
4656,7
4657,5
4658,0
4659,6
4660,4
4661,5
4662,5
4663,2
4664,6
4665,2
4666,1
4667,7
4668,6
4669,8
4670,5
4671,9
4672,6
4673,5
4674,5
4675,4
4676,6
4677,0
4678,9
4679,8
4680,5
4681,0
4682,5
4683,5
4684,6
4685,7
4686,0
4687,7
4688,5
4689,0
4690,6
4691,5
4692,6
4693,9
4694,5
4695,6
4696,5
4697,7
4698,1
4699,7
4700,7
4701,0
4702,1
4703,8
4704,1
4705,7
4706,0
4707,4
4708,7
4709,7
4710,4
4711,7
4712,5
4713,5
4714,1
4715,0
4716,4
4717,9
4718,9
4719,4
4720,2
4721,0
4722,0
4723,0
4724,5
4725,9
4726,9
4727,5
4728,7
4729,0
4730,0
4731,7
4732,8
4733,7
4734,7
4735,5
4736,0
4737,6
4738,7
4739,4
4740,9
4741,2
4742,8
4743,9
4744,0
4745,5
4746,8
4747,2
4748,6
4749,0
4750,5
4751,7
4752,9
4753,5
4754,0
4755,5
4756,6
4757,9
4758,2
4759,7
4760,5
4761,4
4762,9
4763,0
4764,0
4765,9
4766,6
4767,0
4768,2
4769,4
4770,7
4771,8
4772,3
4773,5
4774,8
4775,4
4776,7
4777,7
4778,2
4779,7
4780,1
4781,9
4782,6
4783,6
4784,7
4785,7
4786,7
4787,5
4788,7
4789,1
4790,3
4791,0
4792,1
4793,6
4794,0
4795,1
4796,1
4797,4
4798,5
4799,5
4800,0
4801,0
4802,1
4803,5
4804,1
4805,7
4806,9
4807,6
4808,7
4809,8
4810,7
4811,5
4812,6
4813,1
4814,7
4815,1
4816,0
4817,4
4818,4
4819,9
4820,6
4821,2
4822,0
4823,4
4824,9
4825,0
4826,6
4827,0
4828,6
4829,5
4830,3
4831,7
4832,9
4833,1
4834,6
4835,1
4836,4
4837,8
4838,5
4839,1
4840,1
4841,0
4842,7
4843,0
4844,4
4845,7
4846,7
4847,5
4848,9
4849,5
4850,6
4851,7
4852,1
4853,0
4854,0
4855,6
4856,6
4857,4
4858,2
4859,7
4860,5
4861,7
4862,5
4863,1
4864,7
4865,0
4866,9
4867,6
4868,1
4869,6
4870,4
4871,7
4872,9
4873,2
4874,8
4875,7
4876,7
4877,4
4878,0
4879,5
4880,5
4881,7
4882,3
4883,0
4884,9
4885,6
4886,0
4887,7
4888,9
4889,2
4890,4
4891,1
4892,6
4893,0
4894,2
4895,7
4896,4
4897,6
4898,1
4899,7
4900,0
4901,7
4902,7
4903,7
4904,6
4905,1
4906,4
4907,6
4908,2
4909,6
4910,2
4911,0
4912,5
4913,0
4914,8
4915,3
4916,7
4917,6
4918,4
4919,5
4920,7
4921,9
4922,6
4923,9
4924,7
4925,1
4926,9
4927,7
4928,5
4929,0
4930,5
4931,1
4932,1
4933,7
4934,1
4935,3
4936,4
4937,2
4938,2
4939,7
4940,7
4941,6
4942,6
4943,5
4944,0
4945,7
4946,4
4947,4
4948,4
4949,0
4950,6
4951,9
4952,6
4953,6
4954,9
4955,2
4956,0
4957,0
4958,5
4959,5
4960,9
4961,7
4962,6
4963,4
4964,0
4965,0
4966,9
4967,7
4968,9
4969,5
4970,0
4971,8
4972,4
4973,9
4974,6
4975,7
4976,5
4977,4
4978,2
4979,7
4980,4
4981,7
4982,9
4983,6
4984,1
4985,0
4986,7
4987,6
4988,9
4989,5
4990,6
4991,7
4992,7
4993,0
4994,7
4995,8
4996,5
4997,8
4998,7
4999,9
5000,7
5001,1
5002,1
5003,6
5004,7
5005,1
5006,1
5007,0
5008,1
5009,9
5010,7
5011,1
5012,8
5013,0
5014,5
5015,0
5016,7
5017,8
5018,7
5019,2
5020,8
5021,9
5022,7
5023,4
5024,6
5025,7
5026,1
5027,5
5028,5
5029,9
5030,2
5031,5
5032,0
5033,7
5034,5
5035,6
5036,1
5037,7
5038,0
5039,3
5040,1
5041,8
5042,9
5043,0
5044,1
5045,5
5046,7
5047,5
5048,6
5049,8
5050,0
5051,7
5052,8
5053,5
5054,7
5055,0
5056,8
5057,7
5058,1
5059,0
5060,1
5061,6
5062,6
5063,8
5064,6
5065,1
5066,7
5067,0
5068,9
5069,2
5070,4
5071,1
5072,9
5073,8
5074,2
5075,5
5076,4
5077,7
5078,5
5079,5
5080,7
5081,2
5082,7
5083,7
5084,5
5085,7
5086,7
5087,7
5088,9
5089,1
5090,9
5091,4
5092,1
5093,5
5094,0
5095,6
5096,5
5097,5
5098,4
5099,9
5100,7
5101,7
5102,9
5103,0
5104,0
5105,1
5106,9
5107,8
5108,6
5109,0
5110,4
5111,9
5112,4
5113,0
5114,8
5115,8
5116,4
5117,0
5118,5
5119,4
5120,5
5121,0
5122,5
5123,5
5124,1
5125,6
5126,4
5127,6
5128,8
5129,5
5130,5
5131,7
5132,9
5133,1
5134,4
5135,1
5136,6
5137,4
5138,5
5139,7
5140,8
5141,9
5142,0
5143,1
5144,2
5145,4
5146,7
5147,0
5148,9
5149,9
5150,6
5151,6
5152,7
5153,0
5154,6
5155,6
5156,6
5157,5
5158,7
5159,5
5160,1
5161,0
5162,2
5163,2
5164,0
5165,5
5166,4
5167,5
5168,7
5169,0
5170,2
5171,8
5172,6
5173,7
5174,7
5175,1
5176,6
5177,5
5178,7
5179,7
5180,0
5181,5
5182,4
5183,0
5184,0
5185,5
5186,7
5187,6
5188,9
5189,6
5190,8
5191,4
5192,7
5193,1
5194,3
5195,4
5196,4
5197,9
5198,0
5199,4
5200,0
5201,9
5202,7
5203,9
5204,0
5205,2
5206,2
5207,0
5208,1
5209,7
5210,9
5211,0
5212,5
5213,0
5214,9
5215,1
5216,7
5217,6
5218,8
5219,5
5220,7
5221,0
5222,1
5223,0
5224,0
5225,7
5226,5
5227,5
5228,2
5229,4
5230,9
5231,8
5232,9
5233,5
5234,7
5235,0
5236,7
5237,0
5238,2
5239,7
5240,7
5241,0
5242,0
5243,7
5244,5
5245,1
5246,1
5247,4
5248,5
5249,0
5250,9
5251,0
5252,7
5253,0
5254,4
5255,9
5256,9
5257,2
5258,6
5259,6
5260,6
5261,7
5262,1
5263,5
5264,4
5265,7
5266,7
5267,5
5268,7
5269,5
5270,9
5271,6
5272,4
5273,6
5274,0
5275,9
5276,2
5277,6
5278,1
5279,6
5280,4
5281,5
5282,9
5283,9
5284,7
5285,5
5286,1
5287,7
5288,0
5289,9
5290,4
5291,0
5292,7
5293,7
5294,6
5295,1
5296,9
5297,6
5298,3
5299,5
5300,3
5301,4
5302,7
5303,4
5304,8
5305,6
5306,5
5307,4
5308,0
5309,5
5310,0
5311,6
5312,1
5313,4
5314,7
5315,7
5316,8
5317,0
5318,2
5319,3
5320,8
5321,7
5322,7
5323,4
5324,7
5325,6
5326,7
5327,5
5328,9
5329,3
5330,1
5331,5
5332,0
5333,9
5334,2
5335,0
5336,0
5337,4
5338,7
5339,7
5340,7
5341,4
5342,6
5343,5
5344,6
5345,9
5346,4
5347,2
5348,0
5349,5
5350,6
5351,6
5352,4
5353,9
5354,1
5355,5
5356,7
5357,9
5358,5
5359,5
5360,8
5361,0
5362,7
5363,2
5364,6
5365,6
5366,2
5367,8
5368,5
5369,7
5370,7
5371,4
5372,0
5373,0
5374,0
5375,1
5376,6
5377,1
5378,4
5379,7
5380,5
5381,6
5382,1
5383,5
5384,7
5385,1
5386,8
5387,6
5388,5
5389,8
5390,4
5391,7
5392,6
5393,1
5394,0
5395,7
5396,9
5397,0
5398,1
5399,2
5400,2
5401,1
5402,7
5403,1
5404,6
5405,0
5406,0
5407,9
5408,5
5409,4
5410,6
5411,6
5412,0
5413,7
5414,6
5415,0
5416,6
5417,9
5418,3
5419,9
5420,2
5421,9
5422,7
5423,5
5424,3
5425,7
5426,1
5427,5
5428,2
5429,7
5430,7
5431,1
5432,7
5433,8
5434,7
5435,1
5436,2
5437,9
5438,0
5439,0
5440,5
5441,0
5442,2
5443,7
5444,5
5445,4
5446,9
5447,9
5448,0
5449,7
5450,4
5451,9
5452,4
5453,4
5454,7
5455,0
5456,1
5457,9
5458,5
5459,3
5460,5
5461,9
5462,0
5463,6
5464,0
5465,0
5466,7
5467,6
5468,0
5469,8
5470,5
5471,0
5472,1
5473,7
5474,5
5475,7
5476,7
5477,5
5478,6
5479,1
5480,0
5481,9
5482,4
5483,2
5484,5
5485,0
5486,8
5487,6
5488,6
5489,6
5490,4
5491,5
5492,5
5493,8
5494,1
5495,6
5496,4
5497,5
5498,7
5499,9
5500,0
5501,7
5502,5
5503,1
5504,1
5505,4
5506,6
5507,0
5508,5
5509,5
5510,4
5511,7
5512,0
5513,0
5514,9
5515,7
5516,6
5517,5
5518,5
5519,7
5520,9
5521,1
5522,6
5523,8
5524,8
5525,4
5526,1
5527,6
5528,7
5529,7
5530,0
5531,0
5532,0
5533,4
5534,7
5535,0
5536,4
5537,7
5538,9
5539,0
5540,7
5541,7
5542,1
5543,6
5544,6
5545,0
5546,6
5547,8
5548,6
5549,6
5550,7
5551,5
5552,7
5553,4
5554,7
5555,9
5556,4
5557,6
5558,0
5559,0
5560,5
5561,9
5562,0
5563,1
5564,7
5565,5
5566,0
5567,5
5568,0
5569,8
5570,0
5571,1
5572,7
5573,3
5574,7
5575,9
5576,5
5577,5
5578,0
5579,7
5580,6
5581,3
5582,7
5583,9
5584,7
5585,4
5586,2
5587,1
5588,1
5589,6
5590,7
5591,4
5592,4
5593,9
5594,0
5595,1
5596,5
5597,6
5598,1
5599,5
5600,6
5601,7
5602,1
5603,0
5604,5
5605,9
5606,2
5607,0
5608,2
5609,7
5610,6
5611,6
5612,9
5613,6
5614,7
5615,1
5616,2
5617,4
5618,9
5619,6
5620,5
5621,8
5622,7
5623,4
5624,9
5625,7
5626,0
5627,5
5628,7
5629,0
5630,4
5631,6
5632,6
5633,8
5634,8
5635,7
5636,4
5637,1
5638,0
5639,6
5640,6
5641,6
5642,1
5643,7
5644,0
5645,5
5646,0
5647,0
5648,4
5649,6
5650,5
5651,5
5652,8
5653,0
5654,6
5655,1
5656,7
5657,0
5658,0
5659,6
5660,6
5661,2
5662,4
5663,2
5664,4
5665,8
5666,6
5667,4
5668,6
5669,0
5670,0
5671,6
5672,8
5673,0
5674,6
5675,1
5676,2
5677,5
5678,5
5679,8
5680,7
5681,7
5682,0
5683,7
5684,9
5685,1
5686,1
5687,2
5688,5
5689,9
5690,0
5691,9
5692,2
5693,6
5694,5
5695,1
5696,8
5697,1
5698,6
5699,1
5700,7
5701,6
5702,4
5703,3
5704,0
5705,4
5706,7
5707,1
5708,7
5709,9
5710,5
5711,0
5712,0
5713,4
5714,7
5715,4
5716,5
5717,7
5718,7
5719,7
5720,1
5721,5
5722,6
5723,5
5724,6
5725,5
5726,6
5727,0
5728,0
5729,1
5730,2
5731,9
5732,9
5733,6
5734,5
5735,8
5736,8
5737,9
5738,9
5739,1
5740,4
5741,4
5742,8
5743,5
5744,1
5745,0
5746,4
5747,1
5748,6
5749,6
5750,5
5751,0
5752,4
5753,0
5754,5
5755,6
5756,9
5757,6
5758,4
5759,6
5760,0
5761,2
5762,2
5763,9
5764,4
5765,6
5766,6
5767,4
5768,7
5769,5
5770,0
5771,6
5772,1
5773,1
5774,4
5775,1
5776,7
5777,5
5778,1
5779,2
5780,0
5781,7
5782,4
5783,7
5784,5
5785,0
5786,2
5787,3
5788,1
5789,7
5790,0
5791,6
5792,1
5793,0
5794,0
5795,5
5796,2
